category,path,line,snippet
state_reading_mapping,scripts/stage07_wbc_posture_regularized_support_test.py,208,"""z_margin_to_0p22"": f""{float(min_z_row['base_z']) - 0.22:.12f}"","
state_reading_mapping,scripts/stage07_wbc_posture_regularized_support_test.py,209,"""final_z"": last[""base_z""],"
state_reading_mapping,scripts/stage07_wbc_posture_regularized_support_test.py,210,"""final_roll"": last[""roll""],"
state_reading_mapping,scripts/stage07_wbc_posture_regularized_support_test.py,211,"""final_pitch"": last[""pitch""],"
state_reading_mapping,scripts/stage07_wbc_posture_regularized_support_test.py,212,"""roll_abs_last_100_min"": f""{min(abs(float(r['roll'])) for r in last_100):.12f}"","
state_reading_mapping,scripts/stage07_wbc_posture_regularized_support_test.py,213,"""roll_abs_last_100_max"": f""{max(abs(float(r['roll'])) for r in last_100):.12f}"","
state_reading_mapping,scripts/stage07_wbc_posture_regularized_support_test.py,214,"""base_z_last_100_min"": f""{min(float(r['base_z']) for r in last_100):.12f}"","
state_reading_mapping,scripts/stage07_wbc_posture_regularized_support_test.py,215,"""base_z_last_100_max"": f""{max(float(r['base_z']) for r in last_100):.12f}"","
state_reading_mapping,scripts/stage07_wbc_posture_regularized_support_test.py,219,"float(margin[""roll_margin_to_0p15""]) > 0.005"
state_reading_mapping,scripts/stage07_wbc_posture_regularized_support_test.py,220,"and float(margin[""pitch_margin_to_0p15""]) > 0.005"
baseline_torque_generation,scripts/stage07_wbc_torque_support_test.py,18,KP = 80.0
baseline_torque_generation,scripts/stage07_wbc_torque_support_test.py,19,KD = 2.0
baseline_torque_generation,scripts/stage07_wbc_torque_support_test.py,102,max_tau_pd_abs = 0.0
baseline_torque_generation,scripts/stage07_wbc_torque_support_test.py,110,tau_pd = np.zeros(model.nu)
baseline_torque_generation,scripts/stage07_wbc_torque_support_test.py,115,tau_pd[act_id] = (
baseline_torque_generation,scripts/stage07_wbc_torque_support_test.py,116,KP * (q_des[qadr] - data.qpos[qadr])
baseline_torque_generation,scripts/stage07_wbc_torque_support_test.py,117,- KD * data.qvel[dadr]
baseline_torque_generation,scripts/stage07_wbc_torque_support_test.py,120,tau_total_raw = tau_pd + tau_wbc
baseline_torque_generation,scripts/stage07_wbc_torque_support_test.py,136,"max_tau_pd_abs = max(max_tau_pd_abs, float(np.max(np.abs(tau_pd))))"
baseline_torque_generation,scripts/stage07_wbc_torque_support_test.py,145,"""tau_pd_max_abs"": f""{float(np.max(np.abs(tau_pd))):.12f}"","
baseline_torque_generation,scripts/stage07_wbc_torque_support_test.py,162,"""kp"": KP,"
baseline_torque_generation,scripts/stage07_wbc_torque_support_test.py,163,"""kd"": KD,"
baseline_torque_generation,scripts/stage07_wbc_torque_support_test.py,172,"""max_tau_pd_abs"": f""{max_tau_pd_abs:.12f}"","
baseline_torque_generation,scripts/stage07_wbc_torque_support_test.py,180,"Path(LOG_CSV).parent.mkdir(parents=True, exist_ok=True)"
mpc_wbc_candidate_torque,scripts/stage07_wbc_torque_support_test.py,9,"INPUT_CSV = ""results/logs_sample/stage07_minimal_wbc_torque_qp.csv"""
mpc_wbc_candidate_torque,scripts/stage07_wbc_torque_support_test.py,10,"LOG_CSV = ""results/logs_sample/stage07_wbc_torque_support_test_log.csv"""
mpc_wbc_candidate_torque,scripts/stage07_wbc_torque_support_test.py,11,"SUMMARY_CSV = ""results/logs_sample/stage07_wbc_torque_support_test_summary.csv"""
mpc_wbc_candidate_torque,scripts/stage07_wbc_torque_support_test.py,24,def read_tau_wbc():
mpc_wbc_candidate_torque,scripts/stage07_wbc_torque_support_test.py,31,"tau.append(float(row[f""wbc_{leg}_tau_{joint}""]))"
mpc_wbc_candidate_torque,scripts/stage07_wbc_torque_support_test.py,91,tau_wbc = read_tau_wbc()
mpc_wbc_candidate_torque,scripts/stage07_wbc_torque_support_test.py,103,max_tau_wbc_abs = float(np.max(np.abs(tau_wbc)))
mpc_wbc_candidate_torque,scripts/stage07_wbc_torque_support_test.py,120,tau_total_raw = tau_pd + tau_wbc
mpc_wbc_candidate_torque,scripts/stage07_wbc_torque_support_test.py,146,"""tau_wbc_max_abs"": f""{max_tau_wbc_abs:.12f}"","
mpc_wbc_candidate_torque,scripts/stage07_wbc_torque_support_test.py,173,"""max_tau_wbc_abs"": f""{max_tau_wbc_abs:.12f}"","
mpc_wbc_candidate_torque,scripts/stage07_wbc_torque_support_test.py,177,"""torque_source"": ""stage07_minimal_wbc_torque_qp"","
mpc_wbc_candidate_torque,scripts/stage07_wbc_torque_support_test.py,192,"print(""Stage 7 WBC torque support test"")"
candidate_scale_or_blending,scripts/stage07_wbc_torque_support_test.py,104,max_tau_total_abs = 0.0
candidate_scale_or_blending,scripts/stage07_wbc_torque_support_test.py,120,tau_total_raw = tau_pd + tau_wbc
candidate_scale_or_blending,scripts/stage07_wbc_torque_support_test.py,121,"tau_total = np.clip(tau_total_raw, -TORQUE_LIMIT, TORQUE_LIMIT)"
candidate_scale_or_blending,scripts/stage07_wbc_torque_support_test.py,123,saturated = bool(np.any(np.abs(tau_total_raw) > TORQUE_LIMIT))
candidate_scale_or_blending,scripts/stage07_wbc_torque_support_test.py,126,data.ctrl[:] = tau_total
candidate_scale_or_blending,scripts/stage07_wbc_torque_support_test.py,137,"max_tau_total_abs = max(max_tau_total_abs, float(np.max(np.abs(tau_total))))"
candidate_scale_or_blending,scripts/stage07_wbc_torque_support_test.py,147,"""tau_total_max_abs"": f""{float(np.max(np.abs(tau_total))):.12f}"","
candidate_scale_or_blending,scripts/stage07_wbc_torque_support_test.py,174,"""max_tau_total_abs"": f""{max_tau_total_abs:.12f}"","
safety_filter_or_saturation,scripts/stage07_wbc_torque_support_test.py,20,TORQUE_LIMIT = 23.7
safety_filter_or_saturation,scripts/stage07_wbc_torque_support_test.py,80,"pitch = np.arcsin(np.clip(2.0 * (w * y - z * x), -1.0, 1.0))"
safety_filter_or_saturation,scripts/stage07_wbc_torque_support_test.py,102,max_tau_pd_abs = 0.0
safety_filter_or_saturation,scripts/stage07_wbc_torque_support_test.py,103,max_tau_wbc_abs = float(np.max(np.abs(tau_wbc)))
safety_filter_or_saturation,scripts/stage07_wbc_torque_support_test.py,104,max_tau_total_abs = 0.0
safety_filter_or_saturation,scripts/stage07_wbc_torque_support_test.py,105,saturation_steps = 0
safety_filter_or_saturation,scripts/stage07_wbc_torque_support_test.py,121,"tau_total = np.clip(tau_total_raw, -TORQUE_LIMIT, TORQUE_LIMIT)"
safety_filter_or_saturation,scripts/stage07_wbc_torque_support_test.py,123,saturated = bool(np.any(np.abs(tau_total_raw) > TORQUE_LIMIT))
safety_filter_or_saturation,scripts/stage07_wbc_torque_support_test.py,124,saturation_steps += int(saturated)
safety_filter_or_saturation,scripts/stage07_wbc_torque_support_test.py,136,"max_tau_pd_abs = max(max_tau_pd_abs, float(np.max(np.abs(tau_pd))))"
safety_filter_or_saturation,scripts/stage07_wbc_torque_support_test.py,137,"max_tau_total_abs = max(max_tau_total_abs, float(np.max(np.abs(tau_total))))"
safety_filter_or_saturation,scripts/stage07_wbc_torque_support_test.py,146,"""tau_wbc_max_abs"": f""{max_tau_wbc_abs:.12f}"","
safety_filter_or_saturation,scripts/stage07_wbc_torque_support_test.py,157,and saturation_steps == 0
safety_filter_or_saturation,scripts/stage07_wbc_torque_support_test.py,164,"""torque_limit"": TORQUE_LIMIT,"
safety_filter_or_saturation,scripts/stage07_wbc_torque_support_test.py,172,"""max_tau_pd_abs"": f""{max_tau_pd_abs:.12f}"","
safety_filter_or_saturation,scripts/stage07_wbc_torque_support_test.py,173,"""max_tau_wbc_abs"": f""{max_tau_wbc_abs:.12f}"","
safety_filter_or_saturation,scripts/stage07_wbc_torque_support_test.py,174,"""max_tau_total_abs"": f""{max_tau_total_abs:.12f}"","
safety_filter_or_saturation,scripts/stage07_wbc_torque_support_test.py,175,"""saturation_steps"": saturation_steps,"
mujoco_torque_write_or_step,scripts/stage07_wbc_torque_support_test.py,36,def actuator_indices(model):
mujoco_torque_write_or_step,scripts/stage07_wbc_torque_support_test.py,40,"jid = int(model.actuator_trnid[act_id, 0])"
mujoco_torque_write_or_step,scripts/stage07_wbc_torque_support_test.py,49,data.ctrl[:] = 0.0
mujoco_torque_write_or_step,scripts/stage07_wbc_torque_support_test.py,55,"jid = int(model.actuator_trnid[act_id, 0])"
mujoco_torque_write_or_step,scripts/stage07_wbc_torque_support_test.py,92,"dofs, qadrs = actuator_indices(model)"
mujoco_torque_write_or_step,scripts/stage07_wbc_torque_support_test.py,126,data.ctrl[:] = tau_total
mujoco_torque_write_or_step,scripts/stage07_wbc_torque_support_test.py,127,"mujoco.mj_step(model, data)"
qp_osqp_solve_path,scripts/stage07_wbc_torque_support_test.py,9,"INPUT_CSV = ""results/logs_sample/stage07_minimal_wbc_torque_qp.csv"""
qp_osqp_solve_path,scripts/stage07_wbc_torque_support_test.py,42,qadrs.append(int(model.jnt_qposadr[jid]))
qp_osqp_solve_path,scripts/stage07_wbc_torque_support_test.py,47,data.qpos[:] = 0.0
qp_osqp_solve_path,scripts/stage07_wbc_torque_support_test.py,51,"data.qpos[0:3] = [0.0, 0.0, 0.32]"
qp_osqp_solve_path,scripts/stage07_wbc_torque_support_test.py,52,"data.qpos[3:7] = [1.0, 0.0, 0.0, 0.0]"
qp_osqp_solve_path,scripts/stage07_wbc_torque_support_test.py,56,qadr = int(model.jnt_qposadr[jid])
qp_osqp_solve_path,scripts/stage07_wbc_torque_support_test.py,57,data.qpos[qadr] = STANDING_Q_PER_LEG[act_id % 3]
qp_osqp_solve_path,scripts/stage07_wbc_torque_support_test.py,69,data.qpos[2] += 0.02 - min_foot_z
qp_osqp_solve_path,scripts/stage07_wbc_torque_support_test.py,95,q_des = data.qpos.copy()
qp_osqp_solve_path,scripts/stage07_wbc_torque_support_test.py,97,initial_z = float(data.qpos[2])
qp_osqp_solve_path,scripts/stage07_wbc_torque_support_test.py,116,KP * (q_des[qadr] - data.qpos[qadr])
qp_osqp_solve_path,scripts/stage07_wbc_torque_support_test.py,129,base_z = float(data.qpos[2])
qp_osqp_solve_path,scripts/stage07_wbc_torque_support_test.py,130,"roll, pitch = quat_to_roll_pitch(data.qpos[3:7])"
qp_osqp_solve_path,scripts/stage07_wbc_torque_support_test.py,151,final_z = float(data.qpos[2])
qp_osqp_solve_path,scripts/stage07_wbc_torque_support_test.py,177,"""torque_source"": ""stage07_minimal_wbc_torque_qp"","
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,42,qadrs.append(int(model.jnt_qposadr[jid]))
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,47,data.qpos[:] = 0.0
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,48,data.qvel[:] = 0.0
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,51,"data.qpos[0:3] = [0.0, 0.0, 0.32]"
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,52,"data.qpos[3:7] = [1.0, 0.0, 0.0, 0.0]"
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,56,qadr = int(model.jnt_qposadr[jid])
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,57,data.qpos[qadr] = STANDING_Q_PER_LEG[act_id % 3]
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,69,data.qpos[2] += 0.02 - min_foot_z
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,74,def quat_to_roll_pitch(q):
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,76,roll = np.arctan2(
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,80,"pitch = np.arcsin(np.clip(2.0 * (w * y - z * x), -1.0, 1.0))"
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,81,"return float(roll), float(pitch)"
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,95,q_des = data.qpos.copy()
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,97,initial_z = float(data.qpos[2])
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,100,max_abs_roll = 0.0
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,101,max_abs_pitch = 0.0
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,116,KP * (q_des[qadr] - data.qpos[qadr])
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,117,- KD * data.qvel[dadr]
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,129,base_z = float(data.qpos[2])
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,130,"roll, pitch = quat_to_roll_pitch(data.qpos[3:7])"
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,132,"min_z = min(min_z, base_z)"
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,133,"max_z = max(max_z, base_z)"
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,134,"max_abs_roll = max(max_abs_roll, abs(roll))"
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,135,"max_abs_pitch = max(max_abs_pitch, abs(pitch))"
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,142,"""base_z"": f""{base_z:.12f}"","
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,143,"""roll"": f""{roll:.12f}"","
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,144,"""pitch"": f""{pitch:.12f}"","
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,151,final_z = float(data.qpos[2])
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,155,and max_abs_roll < 0.15
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,156,and max_abs_pitch < 0.15
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,170,"""max_abs_roll"": f""{max_abs_roll:.12f}"","
state_reading_mapping,scripts/stage07_wbc_torque_support_test.py,171,"""max_abs_pitch"": f""{max_abs_pitch:.12f}"","
baseline_torque_generation,scripts/stage08_active_leg_order_refactor_and_regression.py,15,"ROOT / ""scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py"","
baseline_torque_generation,scripts/stage08_active_leg_order_refactor_and_regression.py,18,"AB_SCRIPT = ROOT / ""scripts/stage08_adapter_backed_stage07_baseline_ab_test.py"""
baseline_torque_generation,scripts/stage08_active_leg_order_refactor_and_regression.py,22,"AB_SUMMARY = LOG_DIR / ""stage08_adapter_backed_stage07_baseline_ab_test_summary.csv"""
baseline_torque_generation,scripts/stage08_active_leg_order_refactor_and_regression.py,139,"LOG_DIR.mkdir(parents=True, exist_ok=True)"
baseline_torque_generation,scripts/stage08_active_leg_order_refactor_and_regression.py,140,"DOC_PATH.parent.mkdir(parents=True, exist_ok=True)"
baseline_torque_generation,scripts/stage08_active_leg_order_refactor_and_regression.py,254,- `scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py`
baseline_torque_generation,scripts/stage08_active_leg_order_refactor_and_regression.py,271,The controller remains the Stage 7 mixed online control baseline.
baseline_torque_generation,scripts/stage08_active_leg_order_refactor_and_regression.py,305,- `scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py`
mpc_wbc_candidate_torque,scripts/stage08_active_leg_order_refactor_and_regression.py,14,"ROOT / ""scripts/stage07_online_full_wbc_scheduler_recommended_run.py"","
mpc_wbc_candidate_torque,scripts/stage08_active_leg_order_refactor_and_regression.py,15,"ROOT / ""scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py"","
mpc_wbc_candidate_torque,scripts/stage08_active_leg_order_refactor_and_regression.py,253,- `scripts/stage07_online_full_wbc_scheduler_recommended_run.py`
mpc_wbc_candidate_torque,scripts/stage08_active_leg_order_refactor_and_regression.py,254,- `scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py`
mpc_wbc_candidate_torque,scripts/stage08_active_leg_order_refactor_and_regression.py,264,- WBC/QP formulation
mpc_wbc_candidate_torque,scripts/stage08_active_leg_order_refactor_and_regression.py,269,- MPC
mpc_wbc_candidate_torque,scripts/stage08_active_leg_order_refactor_and_regression.py,304,- `scripts/stage07_online_full_wbc_scheduler_recommended_run.py`
mpc_wbc_candidate_torque,scripts/stage08_active_leg_order_refactor_and_regression.py,305,- `scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py`
mpc_wbc_candidate_torque,scripts/stage08_active_leg_order_refactor_and_regression.py,315,"This is an active-path runtime interface refactor with A/B regression. It does not complete pure WBC locomotion, ROS2/C++ migration, EKF, or full MPC."
candidate_scale_or_blending,scripts/stage08_active_leg_order_refactor_and_regression.py,271,The controller remains the Stage 7 mixed online control baseline.
swing_leg_pd,scripts/stage08_active_leg_order_refactor_and_regression.py,15,"ROOT / ""scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py"","
swing_leg_pd,scripts/stage08_active_leg_order_refactor_and_regression.py,254,- `scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py`
swing_leg_pd,scripts/stage08_active_leg_order_refactor_and_regression.py,265,- swing target tracking
swing_leg_pd,scripts/stage08_active_leg_order_refactor_and_regression.py,305,- `scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py`
control_mode_or_runner_args,scripts/stage08_active_leg_order_refactor_and_regression.py,18,"AB_SCRIPT = ROOT / ""scripts/stage08_adapter_backed_stage07_baseline_ab_test.py"""
control_mode_or_runner_args,scripts/stage08_active_leg_order_refactor_and_regression.py,22,"AB_SUMMARY = LOG_DIR / ""stage08_adapter_backed_stage07_baseline_ab_test_summary.csv"""
control_mode_or_runner_args,scripts/stage08_active_leg_order_refactor_and_regression.py,271,The controller remains the Stage 7 mixed online control baseline.
qp_osqp_solve_path,scripts/stage08_active_leg_order_refactor_and_regression.py,9,ROOT = Path(__file__).resolve().parents[1]
qp_osqp_solve_path,scripts/stage08_active_leg_order_refactor_and_regression.py,264,- WBC/QP formulation
contact_gait_state,scripts/stage08_active_leg_order_refactor_and_regression.py,15,"ROOT / ""scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py"","
contact_gait_state,scripts/stage08_active_leg_order_refactor_and_regression.py,254,- `scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py`
contact_gait_state,scripts/stage08_active_leg_order_refactor_and_regression.py,263,- gait scheduler
contact_gait_state,scripts/stage08_active_leg_order_refactor_and_regression.py,305,- `scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py`
state_reading_mapping,scripts/stage08_active_leg_order_refactor_and_regression.py,18,"AB_SCRIPT = ROOT / ""scripts/stage08_adapter_backed_stage07_baseline_ab_test.py"""
state_reading_mapping,scripts/stage08_active_leg_order_refactor_and_regression.py,22,"AB_SUMMARY = LOG_DIR / ""stage08_adapter_backed_stage07_baseline_ab_test_summary.csv"""
state_reading_mapping,scripts/stage08_active_leg_order_refactor_and_regression.py,271,The controller remains the Stage 7 mixed online control baseline.
state_reading_mapping,scripts/stage08_active_leg_order_refactor_and_regression.py,293,Remaining active medium findings may be false positives from adapter preflight sample torque variables and should not be treated as controller failures without inspection.
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,20,"STAGE07_ORIGINAL_SCRIPT = ROOT / ""scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py"""
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,23,"STAGE07_SUMMARY = ROOT / ""results/logs_sample/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test_summary.csv"""
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,24,"STAGE07_LOG = ROOT / ""results/logs_sample/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test_log.csv"""
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,38,"AB_LOG_PATH = LOG_DIR / ""stage08_adapter_backed_stage07_baseline_ab_test_log.csv"""
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,39,"AB_SUMMARY_PATH = LOG_DIR / ""stage08_adapter_backed_stage07_baseline_ab_test_summary.csv"""
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,40,"DOC_PATH = ROOT / ""docs/STAGE08_ADAPTER_BACKED_STAGE07_BASELINE_AB_TEST.md"""
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,66,"""max_tau_stance_pd_abs"","
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,149,"STAGE07_ORIGINAL_SCRIPT = ROOT / ""scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py"""
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,237,"LOG_DIR.mkdir(parents=True, exist_ok=True)"
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,238,"DOC_PATH.parent.mkdir(parents=True, exist_ok=True)"
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,289,"(""test_name"", ""adapter_backed_stage07_baseline_ab_test""),"
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,331,"DOC_PATH.write_text(f""""""# Stage 8.3 Adapter-backed Stage 7 Baseline A/B Test"
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,335,Create an adapter-backed Stage 7 baseline entrypoint and compare it against the original Stage 7 recommended mixed baseline.
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,339,- Original: `scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py`
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,341,- A/B test: `scripts/stage08_adapter_backed_stage07_baseline_ab_test.py`
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,347,The adapter-backed entrypoint performs a runtime adapter preflight before executing the original Stage 7 recommended baseline.
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,349,This is still the Stage 7 mixed online control baseline:
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,359,- A/B log: `results/logs_sample/stage08_adapter_backed_stage07_baseline_ab_test_log.csv`
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,360,- A/B summary: `results/logs_sample/stage08_adapter_backed_stage07_baseline_ab_test_summary.csv`
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,377,Passing this stage means the adapter-backed entrypoint does not change the Stage 7 recommended baseline result.
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,384,## Stage 8.3 Adapter-backed Stage 7 Baseline A/B Test
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,386,Stage 8.3 created an adapter-backed Stage 7 entrypoint and compared it with the original Stage 7 recommended mixed baseline.
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,388,- Original script: `scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py`
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,390,- A/B script: `scripts/stage08_adapter_backed_stage07_baseline_ab_test.py`
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,391,- Log: `results/logs_sample/stage08_adapter_backed_stage07_baseline_ab_test_log.csv`
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,392,- Summary: `results/logs_sample/stage08_adapter_backed_stage07_baseline_ab_test_summary.csv`
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,393,- Docs: `docs/STAGE08_ADAPTER_BACKED_STAGE07_BASELINE_AB_TEST.md`
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,407,"marker = ""## Stage 8.3 Adapter-backed Stage 7 Baseline A/B Test"""
baseline_torque_generation,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,411,"print(""[Stage 8.3] adapter-backed Stage 7 baseline A/B test"")"
mpc_wbc_candidate_torque,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,20,"STAGE07_ORIGINAL_SCRIPT = ROOT / ""scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py"""
mpc_wbc_candidate_torque,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,23,"STAGE07_SUMMARY = ROOT / ""results/logs_sample/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test_summary.csv"""
mpc_wbc_candidate_torque,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,24,"STAGE07_LOG = ROOT / ""results/logs_sample/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test_log.csv"""
mpc_wbc_candidate_torque,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,67,"""max_tau_stance_wbc_abs"","
mpc_wbc_candidate_torque,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,149,"STAGE07_ORIGINAL_SCRIPT = ROOT / ""scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py"""
mpc_wbc_candidate_torque,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,339,- Original: `scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py`
mpc_wbc_candidate_torque,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,352,- scaled stance WBC feedforward
mpc_wbc_candidate_torque,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,355,It is not pure full WBC locomotion.
mpc_wbc_candidate_torque,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,388,- Original script: `scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py`
mpc_wbc_candidate_torque,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,403,"This is an adapter-backed entrypoint regression, not a controller redesign. It does not complete pure WBC locomotion, ROS2/C++ migration, EKF, or full MPC."
candidate_scale_or_blending,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,69,"""max_tau_total_abs"","
candidate_scale_or_blending,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,301,"(""original_max_tau_total_abs"", original_metrics.get(""max_tau_total_abs"", """")),"
candidate_scale_or_blending,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,302,"(""adapter_max_tau_total_abs"", adapter_metrics.get(""max_tau_total_abs"", """")),"
candidate_scale_or_blending,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,335,Create an adapter-backed Stage 7 baseline entrypoint and compare it against the original Stage 7 recommended mixed baseline.
candidate_scale_or_blending,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,349,This is still the Stage 7 mixed online control baseline:
candidate_scale_or_blending,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,352,- scaled stance WBC feedforward
candidate_scale_or_blending,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,386,Stage 8.3 created an adapter-backed Stage 7 entrypoint and compared it with the original Stage 7 recommended mixed baseline.
swing_leg_pd,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,20,"STAGE07_ORIGINAL_SCRIPT = ROOT / ""scripts/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test.py"""
swing_leg_pd,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,23,"STAGE07_SUMMARY = ROOT / ""results/logs_sample/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test_summary.csv"""
swing_leg_pd,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,24,"STAGE07_LOG = ROOT / ""results/logs_sample/stage07_online_stance_pd_wbc_plus_swing_pd_recommended_test_log.csv"""
swing_leg_pd,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,64,"""max_swing_joint_error"","
swing_leg_pd,scripts/stage08_adapter_backed_stage07_baseline_ab_test.py,68,"""max_tau_swing_pd_abs"","
